324,"t","Vegetables 2019 Summary: Released February 13, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
324,"t","Principal Vegetable Fresh Market and Processing Area Planted and Harvested, Production, and Value – States and United States: 2017-2019"
324,"h","","","","","","",""
324,"h","","Area planted","Area planted","Area planted","Area harvested","Area harvested","Area harvested"
324,"h","State","","","","","",""
324,"h","","2017 1/","2018 1/","2019 2/","2017 1/","2018 1/","2019 2/"
324,"h","","","","","","",""
324,"u","","(acres)","(acres)","(acres)","(acres)","(acres)","(acres)"
324,"d","Alabama 3/",5600,6000,"(NA)",5400,5900,"(NA)"
324,"d","Arizona",129900,"(D)",124300,127000,"(D)",123900
324,"d","California 4/",1059100,999400,985600,1039900,985800,972400
324,"d","Colorado","(D)","(D)",3200,"(D)","(D)",2700
324,"d","Delaware 3/","(D)","(D)","(NA)","(D)","(D)","(NA)"
324,"d","Florida 4/",178700,180000,175500,172700,172800,170700
324,"d","Georgia",97100,102900,96600,91900,95400,92900
324,"d","Idaho",16700,12600,11000,16400,12300,10900
324,"d","Illinois",48800,40900,43100,46100,38850,38100
324,"d","Indiana",28500,29200,11700,27800,28000,11100
324,"d","",,,,,,
324,"d","Maryland 3/","(D)","(D)","(NA)","(D)","(D)","(NA)"
324,"d","Michigan",110800,107700,90100,107500,101900,87200
324,"d","Minnesota",176800,171000,160500,165100,160600,154300
324,"d","Mississippi 4/",-,-,28000,-,-,27500
324,"d","Missouri 3/",3100,"(D)","(NA)",3000,"(D)","(NA)"
324,"d","New Jersey",30000,30300,11200,28800,28500,10600
324,"d","New Mexico",15400,15600,15700,14700,15000,15300
324,"d","New York",94300,97700,90100,90100,89200,86300
324,"d","North Carolina 4/",38300,40700,127700,37300,36500,126300
324,"d","Ohio",22200,22700,3700,21300,21500,3500
324,"d","",,,,,,
324,"d","Oregon","(D)","(D)",80700,"(D)","(D)",79000
324,"d","Pennsylvania",29300,30500,14700,27650,25500,13500
324,"d","South Carolina","(D)",10700,5000,"(D)",10300,4500
324,"d","Tennessee 3/",11700,13800,"(NA)",11300,12700,"(NA)"
324,"d","Texas",73700,67500,54000,67600,62000,50100
324,"d","Virginia",6250,8300,5700,6000,7500,5600
324,"d","Washington",160400,147700,144900,154300,144100,140300
324,"d","Wisconsin","(D)","(D)",164300,"(D)","(D)",155900
324,"d","",,,,,,
324,"d","Other States 5/",323050,445250,-,310630,430750,-
324,"d","",,,,,,
324,"d","United States",2659700,2580450,2447300,2572480,2485100,2382600
324,"c",""
324,"c","See footnote(s) at end of table.","--continued"
