401,"t","Vegetables 2019 Summary: Released February 13, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
401,"t","Principal Vegetable Fresh Market and Processing Area Planted and Harvested, Production, and Value – States and United States: 2017-2019 (continued)"
401,"h","","","",""
401,"h","","Value of utilized production","Value of utilized production","Value of utilized production"
401,"h","State","","",""
401,"h","","2017 1/","2018 1/","2019 2/"
401,"h","","","",""
401,"u","","(1,000 dollars)","(1,000 dollars)","(1,000 dollars)"
401,"d","Alabama 3/",16659,15379,"(NA)"
401,"d","Arizona",1635572,"(D)",2167239
401,"d","California 4/",8561502,7327501,7864286
401,"d","Colorado","(D)","(D)",18531
401,"d","Delaware 3/","(D)","(D)","(NA)"
401,"d","Florida 4/",1078197,1121318,1223430
401,"d","Georgia",476744,452589,517659
401,"d","Idaho",85740,60831,65815
401,"d","Illinois",43077,39577,44205
401,"d","Indiana",96292,97104,52276
401,"d","",,,
401,"d","Maryland 3/","(D)","(D)","(NA)"
401,"d","Michigan",301363,273314,213547
401,"d","Minnesota",110856,116288,76579
401,"d","Mississippi 4/",-,-,75021
401,"d","Missouri 3/",8445,"(D)","(NA)"
401,"d","New Jersey",162394,138376,82520
401,"d","New Mexico",129043,133357,152628
401,"d","New York",246805,209911,233112
401,"d","North Carolina 4/",170273,145025,425943
401,"d","Ohio",94499,103562,9911
401,"d","",,,
401,"d","Oregon","(D)","(D)",192879
401,"d","Pennsylvania",76175,59224,25389
401,"d","South Carolina","(D)",68470,16022
401,"d","Tennessee 3/",76431,66984,"(NA)"
401,"d","Texas",283237,298047,192710
401,"d","Virginia",54146,43653,16427
401,"d","Washington",368660,351475,362740
401,"d","Wisconsin","(D)","(D)",128310
401,"d","",,,
401,"d","Other States 5/",591782,1747898,-
401,"d","",,,
401,"d","United States",14667892,12869883,14157179
401,"c",""
401,"f","-  Represents zero."
401,"f","(D)  Withheld to avoid disclosing data for individual operations."
401,"f","(NA)  Not available."
401,"f","1/ Principal vegetable crops include artichokes, asparagus, green lima beans, snap beans, broccoli, cabbage, cantaloupes, carrots, cauliflower, celery, sweet corn, cucumbers, garlic, honeydew, head lettuce, leaf lettuce, romaine lettuce, onions, green peas, bell peppers, chile peppers, pumpkins, spinach, squash, tomatoes, and watermelons."
401,"f","2/ Principal vegetable crops include artichokes, asparagus, snap beans, broccoli, cabbage, cantaloupes, carrots, cauliflower, celery, sweet corn, cucumbers, garlic, honeydew, head lettuce, leaf lettuce, romaine lettuce, onions, green peas, bell peppers, chile peppers, pumpkins, spinach, squash, sweet potatoes, tomatoes, and watermelons."
401,"f","3/ Estimates discontinued in 2019."
401,"f","4/ Sweet potatoes were added to the vegetable program in 2019, therefore totals do not include sweet potatoes in 2017 and 2018."
401,"f","5/ Includes data withheld above."
